44,"BOSTON MEDICAL DEVICE DE MÉXICO, S. DE R.L. DE C.V."," KATIA,MENDOZA@BOSTONMEDDEVICE.COM",BMD-080516-984,5337-2828, ," OSO 40, MEZANINE PLANTA ALTA, DEL VALLE,BENITO JUAREZ,DISTRITO FEDERAL 3100",0
45,"BOSTON SCIENTIFIC DE MÉXICO, S.A. DE C.V.",,BSM961107QV7,, , ,0
46,"BRISTOL-MYERS SQUIBB DE MÉXICO, S.DE.R.L. DE C.V.",,BMS021213KG9,, , ,0
47,"BRULUAGSA, S.A. DE C.V.",muribe@bruluagsa.com,BRU0004257J9,01-712-216-22/33; ,Francisco Ortega Piedra ,"Ingeniero Salvador Sanchez Colin No. 1043, Colonia Atlacomulco, Atlacomulco Edo. Mexico. C.P. 50458 Calle 18, Lote 10, Manzana 23 2ª Sec.Pque.Ind. Atlacomulco, Estado de México. C.P. 50450",0
48,"BSN MEDICAL DC, S.A. DE C.V.",,BMD1404098S9,, , ,0
49,"BUFFINGTON S DE MEXICO, S.A. DE C.V.",info@buffington.com.mx,BME521203103,5555-2477-77, ," Jose María Rico #317, Colonia Acacias, Alcadía Benito Juárez, C.P. 03100, Ciudad de México",0
50,CARDINAL HEALTH MEXICO 514 S. DE R.L. DE C.V.,infopr@cardinalhealth.com,,7876-254100, ," Av. Presidente Masaryk #111, Colonia Polanco III sección, Alcaldía Miguel Hidalgo",0
51,CELGENE LOGISTICS SARL,celgenemexico@celgene.com,,5541-2367-00,Ricardo Swain Charpenel ,"Juan Salvador Agraz No. 65 Piso 17 Colonia Santa Fe Cuajimalpa, Delegacion o Municipio Cuajimalpa de Morelos, C.P. 05348, Ciudad de Mexico Juan Salvador Agraz #65 piso 17, Colonia Lomas de Santa Fe, Alcaldía Cuajimalpa, C.P. 05300",0
52,"CELL MEDICINE LABORATORIES, S.A. DE C.V.",,CML010126HZ6,, , ,0
53,"CENTRO DE DISTRIBUCIÓN DE PRODUCTOS HOSPITALARIOS, S.A. DE C.V.",ciphsa@intercable.net,CDP900131N65,8183-3390-19, ," Nicaragua#338, Col.Vista Hermosa, Monterrey Nuvo León C.P. 64620",0
54,"CHIESI MEXICO, S.A. DE C.V.",,,5540-4072-44, ," Av. Coyoacán 1622, edificio 2, piso 1-208B, Colonoa Del Valle, Alcaldía Benito Juárez",0
55,"CIMED, S.A. DE C.V.",,CIM980618AX5,, , ,0
56,"COHMEDIC, S.A. DE C.V.",,COH040928RY1,,Emir Ulises Díaz Santana Castaños ,"Av Justo Sierra 508, Agua Blanca Industrial, 45235 Zapopan, Jal. ",0
57,"COMERCIALIZADORA BREVER, S.A. DE C.V.",cubrebocasdelbajio@hotmail.com,,4773-3114-78, ," Calle Plata #114, Col San José del Consuelo, León Guanajuato.",0
58,"COMERCIALIZADORA DE PRODUCTOS BÁSICOS PARA LA SALUD, S.A. DE C.V.",,CPB080606M93,,Humberto Navarro Mandujano ,"Molino numero 13 Colonia Nextitla, delegacion Miguel Hidalgo, Ciudad de Mexico C.P. 11420 ",0
59,"COMPAÑÍA INDUSTRIAL ACERPLASTIC, S. A. DE C. V.",,,5553-7842-75, , ,0
60,"CONTROLADORA MEDIKA, S.A. DE C.V.",,,7773-0929-00, ," Calle 21, andador 12, Jiutepec, Morelos, C.P. 62578",0
61,CORPORINTER S.A. DE C.V.,,,3320-0265-55, ," Av. San Luis Gonzaga #5260, Colonoa Jardines de Guadalupe, Zapopan Jalisco, c.p. 45030",0
62,"CSL BEHRING, S.A. DE.C.V.",,CBE961029PU8,, , ,0
63,"DANKEL MEDICAL, S.A.P.I. DE C.V.",,DME0606212Z4,, , ,0
64,"DE OPERADORA NACIONAL E INTERNACIONAL DE PRODUCTOS ODONTOLOGICOS, S.A. DE C.V.",,,3331-2405-42, ," Av. Tepeyac #4437, Zapopan Jalisco, C.P. 45050",0
65,"DEGASA, S.A. DE C.V.",,DEG9807015H8,, , ,0
66,"DENTILAB, S.A. DE C.V.",,DEN861217P3A,, , ,0
67,"DESECHABLES G S, S.A. DE C.V.",,DGS110808GA8,, , ,0
68,DIBICO,,,, , ,0
69,"DISEÑO Y DESARROLLO MÉDICO, S.A. DE.C.V.",,DDM950901N65,, , ,0
70,"DISPOSITIVOS IMPLANTABLES DE MÉXICO, S.A. DE.C.V.",,DIM981123210,, , ,0
71,"DKT DE MEXICO, S.A. DE C.V.",,,, , ,0
72,"DL MÉDICA, S.A DE C.V.",,DME971017FZ7,,Ricardo Fernandez Guevara  ,"Tatavasco No. 79 Colonia Santa Catarina, Delegacion Coyoacan, Ciudad de Mexico. C.P. 04010 ",0
73,EDIGAR SA DE CV,,EDI780921CI4,, , ,0
74,"EDWARDS LIFESCIENCES MEXICO, S.A. DE C.V.",,ELM000317TN0,, , ,0
75,EISAI LABORATORIOS S DE R.L. DE C.V.,farmacovigilancia_mexico@eisai.com,,5541-6975-80, Ricardo Gonzalez Balboa," Interior 501A, Lago Alberto 319, Colonia Granada, Alcaldía Miguel Hidalgo C.P. 11520, Ciudad de México",0
76,"ELI LILLY Y COMPAÑÍA DE MÉXICO, S.A. DE C.V.",lilly@lilly.com,,5554-8438-00,Maria Angélica Becerril Pontaza ,"Calzada De Tlalpan No. 2024 Campestre Churubusco C.P. 04200 Calzada de Tlalpan 2024, Colonia Campestre Churubusco Alcaldía Coyoacán, C.P. 04200 Ciudad de México",0
77,"ENDOMEDICA, S.A. DE C.V.",,END860130349,, , ,0
78,"ENSAYOS Y TAMIZAJES DE MÉXICO, S.A. DE C.V.",,,5553-9655-38, ," Av. De las Granjas #156, Colonia Un Hogar para cada Trabajador, Alcaldía Azcapotzalco, C.P. 02060, Ciudad de México,",0
79,"EQUIPOS DE BIOMEDICINA DE MÉXICO, S.A. DE C.V.",,EBM880311177,, , ,0
80,"EQUIPOS MÉDICOS VIZCARRA, S.A.",,EMV640304779,, , 4200,0
81,"ESIGAR QUIRURGICA, S.A. DE C.V.",,EQU920220A97,, , ,0
82,"ESPECIALISTAS EN APLICACIONES Y SOPORTE TECNICO MEDICO, S.A. DE C.V.",,EAS080619B92,, , ,0
83,"ESPECIALISTAS EN ESTERILIZACIÓN Y ENVASE, S.A. DE C.V.",,EEE830909BM4,,Christian Viveros Hernandez ,Guillermo Barroso No. 11-A Fracc. Industrial Las Armas Tlalnepantla  C.P. 54080 ,0
84,"ESPECÍFICOS STENDHAL, S.A. DE C.V.",,,5520-0063-30, ," Camino a Santa Teresa #1040, Colonia Jardines en la Montaña, Alcadía, Tlalpan, c.p. 14210, Ciudad de México",0
85,ESTERIPHARMA SA DE CV,,EST071123FM4,, , ,0
86,"ETAL BAKER, S.A.",,EBA8204235Q5,5552-7830-00, ," Calle General Felipe Ángeles #52, Colonia Bella Vista, C.P. 01140, Ciudad de México.",0
87,"EVOLUTION PROCES, S.A. DE C.V.",,EPR040720395,, , ,0
88,"EXELTIS PHARMA MEXICO, S.A. DE C.V.",,,5555-3649-00, ," Av. Revolución 1267, Colonia Los Alpes, Alcald+ia Alvaro Obregon, c.p. 01040, ciudad de México",0
89,"FARMABIOT, S.A. DE .CV.",roberto.millan@farmabiot.com.mx,,7222-7903-58, ," Calle 2, lote 11, manzana 6, Parqie Industrial Toluca, C.P. 50200",0
90,"FARMACÉUTICA HISPANOAMERICANA, S.A. DE C.V.",,,5555-2783-13,Joscelyn Victoria Lopez Barrios ,"Leibnitz 11 Despacho 701 Colonia Anzures, Delagacion Miguel Hidalgo. C.P. 11590 Ciudad de Mexico Calle Leibnitz #11, piso 7, despacho 701, Colonia Anzures, Ciudad de México. C.P. 11590",0
91,"FARMADEXTRUM, S.A. DE C.V.",araceli.lara@farmadextrum.com,,5557-6815-86, ," Calle sur 105, #1205, Colonia Aeronáutica Militar, Alcaldía Venustriano Carranza, Ciudada de México. C.P. 15970",0
92,"FBLAB, S.A. DE C.V.",,FBL121010BY1,5555-1551-08, ," Agrarismo #13, Colonia Escandón primera sección, Alcaldía Miguel Hidalgo, C.P. 11800, Ciudad de México",0
93,"FCD LABS, S.A. DE C.V.",,FLA0601245P5,, , ,0
94,"FERRER THERAPEUTICS, S.A. DE C.V.",,FTH030723RK4,55 5687 4957, ," Av. Insurgentes Sur 710, Colonia del Valle Centro, Alcaldía Benito Juárez. C.P. 03100, Ciudad de México",0
95,"FERRING, PHARMACEUTICALS MÉXICO",,,7282-847140, ," Calle Nemesio Diaz Riega #15, Colonia Isidro Fabela, C.P. 52000, Lerma de Villada, Estado de México",0
96,"FRACA, S.A. DE C.V.",,FRA9909068W7,, ," Carretera kilómetro 12 Tepatitlán, Cidad San José de Gracia C.P. 47600 Guadalajara, Jalisco",0
97,"FRESENIUS KABI MEXICO, S.A. DE C.V.",,FKM4801155G8,, , ,0
98,GALA PHARMA SA DE CV,contacto@galapharma.com.mx,GPH160516ED7,5536-9379-11, ," Periférico Sur 5440, Colonia Olímpica, Alcaldía Coyoacán, Ciudad de México, C.P. 04700",0
99,"GALIA TEXTIL, S.A. DE C.V.",,GTE840618IJ7,,Jhovany Rodea Davila ,Reforma No. 250 8º Piso Torre B Col. Juarez 06600 Delg. Cuauhtemoc ,0
100,GE SISTEMAS MÉDICOS DE MÉXICO SA DE CV,,GSM920409JL6,, , ,0
101,"GELCAPS EXPORTADORA DE MEXICO, S.A. DE C.V.",,,5550-1000-00, ," Calle 7, número 6, Col. Industrial Alce Blanco, Naucalpan de Juárez, Estado de México",0
102,"GELPHARMA, S.A. DE C.V.",,GEL000105756,, , ,0
103,GILEAD SCIENCES MÉXICO S. DE R.L. DE CV,,GSM1406097M7,55-50056700, DANIEL ANTONIO DEL RIO LOAIZA," Av. Insurgentes Sur # 1431
Piso 9, Col. Insurgentes Mixcoac
Del. Miguel Hidalgo
C.P, 03920, Ciudad de México, México.",0
104,"GLAXOSMITHKLINE MÉXICO, S. A. DE C.V.",,GME970702SP5,, , ,0
105,"GLENMARK PHARMACEUTICALS MÉXICO, S.A. DE C.V.",oscarl@glenmorpharma.com,,5556-6305-54,Catalino Bocanegra Gomez ,"Insurgentes Sur 1685, Torre Diamante Piso 9, Despacho 903, Col. Guadalupe Inn, C.P. 01020 Insurgentes Sur 1685, piso 9-903, Colonia Guadalupe Inn, Ciudad de México, c.p. 01020",0
106,"GRIFOLS MEXICO, S.A. DE C.V.",anabertha.godinez@grifols.com,GME080501QL0,3336-361922, ," Eugenio Cuzin 909 y 913, Colonia Parque Industrial Belenes Norte, Zapopan, Jalisco 45150",0
107,"GRISI HNOS, S.A. DE C.V.",,GHN571231019,5556-2999-02, ," Amores 1746, Colonia Del Valle, Alcaldía Benito Juárez, C.P. 03100, Ciudad de México",0
108,"GRUNENTHAL DE MÉXICO, S.A. DE .C.V.",grunenthalteescucha.mx@grunentha.com,GME9809044C3,5556-4144-88, ," Periférico Sur 5991, Colonbia Arenal de Tepepan, Alcaldía Tlalpan, C.P. 14610, Ciudad de México ",0
109,GRUPO ALDAI SA DE CV,,GAL060425GM1,, , ,0
110,"GRUPO INDUSTRIAL POSEIDÓN, S.A. DE C.V.",contabilidad@corporativodl.com.mx,GIP870706PK9,5559-7560-60,Ricardo Fernandez Guevara  ,"Tatavasco No. 79 Colonia Santa Catarina, Delegacion Coyoacan, Ciudad de Mexico. C.P. 04010 Febrero de 1917, zona Industrial, Camino a Cocotitlán y Carril sin número, Chalco Estado de México, C.P. 3020",0
111,"GRUPO MORAVI, S.A. DE C.V.",,GMO890626BU0,, , ,0
112,GUERBET MEXICANA SA DE CV,,GME010706950,, , ,0
113,"HOSPITALES Y QUIROFANOS, S.A. DE C.V.",,HQU830207DZ1,, , ,0
114,"IMPORTADORA Y MANUFACTURERA BRULUART, S.A. DE C.V.",,IMB510327A78,,Francisco Ortega Piedra ,Geranios 9 San Francisco Chilpa Delegacion Tultitlan C.P. 54940 Estado de Mexico ,0
115,"IMPULSORA DE MATERIAL HOSPITALARIO, S.A. DE C.V.",,IMH090303484,4423-9142-18, ," Tecnologico 29, Colonia Centro Histórico, Querétaro, Querétaro, C.P. 76000",0
116,INDUSTRIAS PLASTICAS MEDICAS SA DE CV,ventas@ipm.mx,,7353-5560-24, ," Av. Vicente Guerrero #11, Cuautla, Ayala, Morelos, C.P. 62715",0
117,"INDUSTRIAS QUIMICO FARMACEUTICAS AMERICANAS, S.A. DE C.V.",,IQF390915327,, , ,0
118,"INDUSTRIAS SUANCA, S.A. DE C.V.",,ISU990420765,5558-1320-00, ," Nogal #64, Colonia San José de los Cedros, Alcaldía Cuajimalpa, C.P. 05200, Ciudad de México ",0
119,"INDUSTRIAS TUK, S.A. DE C.V.",,ITU781018RN1,, , ,0
120,INSTITUTO BIOCLON SA DE CV,,IBI980120V18,5554-8837-00, ," Calzada de Tlalpan 4687, Colonia Toriello Guerra, Alcaldia Tlalpan, C.P. 14050, Ciudad de México",0
121,"INSTRUMENTOS MÉDICOS INTERNACIONALES, S.A.DE C.V.",,IMI7904066I8,, , ,0
122,"INSTRUMENTOS Y ACCESORIOS AUTOMATIZADOS, S.A. DE C.V.",,IAA980126MD4,, , ,0
123,"INSUMOS DESECHABLES PARA LA SALUD, S.A. DE C.V.",indepsa@hotmail.com,,9999-2330-60, ," Calle 63 Sin número,Colonia Centro, Mérida, Yucatán. C.P. 97000",0
124,"INTEGRACIÓN E INNOVACIONES MÉDICAS, S.A. DE C.V.",,IEI070223QK1,5556-7293-41, ," Cascada #809, Planta Baja, Colonia Banjidal, Alcaldia Iztapalapa, C.P. 09479, Ciudad de México ",0
125,"INTERBIOL, S.A. DE C.V.",,,,Angel Vera Roa  ,"Poniente 126 No. 417 Int. 12-A Colonia Nueva Vallejo Delegacion Gustavo a Madero, C.P. 07750, Ciudad de Mexico ",0
126,INTERNACIONAL FARMACEUTICA S.A. DE C.V.,,IFA841005198,, , ,0
127,"INVESTIGACION FARMACEUTICA, S.A. DE C.V.",,IFA8310213W1,7773-1941-22, ," Calle 13A, Este #5,Colonia Civac, Jiutepec, Morelos",0
128,"INVESTIGACION Y DESARROLLO EN EQUIPO MEDICO, S.A. DE C.V.",,IDE990325F57,, , ,0
129,"IPSEN MEXICO, S.DE R.L. DE .C.V.",,,5536-4021-00, ," Av. Presidente Masaryk #29, Interior 9, Colonia Chapultepec, Morales, Alcaldía Miguel Hidalgo, C.P. 11570, Ciudad de México",0
130,"JANEL, S.A. DE C.V.",,JAN8108053K8,5556-4690-00,Angel Saldaña Reyes ,"Calle Soja No. 85, Colonia Granjas Esmeralda, Alcaldia Iztapalapa. C.p. 09810, Ciudad de Mexico Soja #85, Colonia Granjas Esmeralda, C.P. 09810, Ciudad de México",0
131,JANSSEN CILAG DE MÉXICO S. DE R.L. DE C.V.,ijperez@janmx.jmj.com,JME841231168,5553-2724-00, ," Canoa 79, Colonia San Angel, Alcaldia Alvaro Obregón, Ciudad de México.",0
132,"JANSSEN CILAG, S.A. DE C.V.",,,5554-8423-00, ," Av. Miguel ángel de Quevedo 247, Colonia Romero de Terreros, Alcaldía Coyoacán, C.P. 04010, Ciudad de México",0
133,JESUS TORRES MONTES,productosbetel@prodigy.net.mx,TOMJ550120EE5,5553-9085-07, ," Calle Emilio Cárdenas #55 Interiro 1, Tlalnepantla,Centro Histórico, Estado de México, C.P. 54000",0
134,"JOHNSON AND JOHNSON MEDICAL MÉXICO, S.A. DE C.V.",,JJM920909BM6,, , ,0
135,JUSTESA IMAGEN MEXICANA SA DE CV,,JIM930715P17,, , ,0
136,KABLA COMERCIAL S.A. DE C.V.,,KCO040707BB5,, , ,0
137,"KEDRION MEXICANA, S.A. DE C.V.",,,5555-5944-78, ," Insurgemtes Sur 1196, piso 9, Torre de los Parques, Colonia Tlacoquemecatl del Valle, C.P. 03200, Ciudad de México",0
138,"KENDALL DE MEXICO, S.A DE C.V.",,KME590502HY7,, , ,0
139,"LABORATORIO BIOQUÍMICO MEXICANO, S.A DE C.V.",,LBM840828HXA,,Maria Antonieta Guillermina Garmendia Ramirez ,"Calle Leon Tolstoi No. 18, 101-A, Colonia Anzures, Alcaldia Miguel Hidalgo, C.P. 11590, Ciudad de Mexico ",0
140,"LABORATORIO MEDICO QUIMICO BIOLOGICO, S.A. DE C.V.",,LMQ011226313,, , ,0
141,"LABORATORIO RAAM DE SAHUAYO, S.A. DE C.V.",,,3535-3249-07, ," Blvd. Lázaro Cárdenas Norte, Sur 794, Colonia Centro 1, Sahuayo de Morelos Michoacán",0
142,"LABORATORIOS ALPHARMA, S.A. DE C.V.",yessica.muñoz@neolpharma.com,LAL690421KQ0,5512-5312-00,Ramón Cipriano Barrera ,"Poniente 150, No. Ext. 764, Interior 2, Col. Industrial Vallejo, C.P. 02300, Delegacion Azcapotzalco, Ciudad De México Poniente 150 #764,Colonia Industrial Vallejo, C.P. 02300, Ciudad de México, ",0
143,"LABORATORIOS BYM, S.A. DE C.V.",,LBY0701173R0,, ," Valle de México 144, Nezahualcoyotl, Estado de México, C.P. 57100",0
144,"LABORATORIOS CORNE, S.A. DE C.V.",,LCO040909464,01800-021-22-33, ," Presidente Masaryk 111 PH1-PISO 8 Colonia Chapultepec, Los Morales, C.P. 11570 Ciudad de México",0
145,"LABORATORIOS CRYOPHARMA, S.A. DE C.V.",,LCR640311740,,Alejandro Calderon Diaz ,"Carretera Guadalajara Morelia Km 22.5 Colonia Santa Cruz de las Flores, Tlajomulco de Zuñiga, Entidad Federativa Jalisco, Colonia Santa cruz de las Flores. C.p. 45640 ",0
146,"LABORATORIOS DE BIOLÓGICOS Y REACTIVOS DE MÉXICO, S.A DE C.V.",,,5554-2228-40, ," Eje CentralLázaro Cárdenas 913, Colonia Vertiz Narvarte, Alcaldía Benito Juárez, Ciudad de Méxio",0
147,LABORATORIOS DIBA S.A.,,LDI760915PN5,01800-710-5348, ," Escorsa #728, Colonia Moderna, Guadalajara, Jalisco, C.P. 44190",0
148,"LABORATORIOS GRIN, S. A. DE C. V.",,LGR8309144M3,, , ,0
149,"LABORATORIOS GROSSMAN, S.A",,LGR530810UU8,,Ana Lilia Romero Albarran ,"Calzada De Tlalpan No. 2021, Colonia Parque San Andres, Alcaldia Coyoacan, C.P. 04040, Ciudad de Mexico  ",0
150,"LABORATORIOS JAYOR, S.A. DE C.V.",,LJA0303264L5,,Dulce Maria Cisneros Garcia ,"Av. De Los Angeles No. 303, Bodega 3-A, Col. San Martín Xochinahuac , Deleg. Azcapotzalco, C.P. 02120, Ciudad De México. ",0
151,"LABORATORIOS KENER, S.A. DE C.V.",,LKE6001278F9,, , ,0
152,"LABORATORIOS LE ROY, S.A. DE C.V.",,LLR8305119Y9,,Xochitl Montoya Cervantes ,"Av. Coyoacan 1622, Colonia Santa Cruz Atoyac, Delegacion , benito Juarez, C.P. 03100, Ciudad de Mexico ",0
153,"LABORATORIOS PISA, S.A. DE C.V.",,LPI830527KJ2,,Manuel Cerritos Tovar ,"Av. España No. 1840, Colonia Moderna, Entidad Federativa Jalisco, C.P. 44190, Guadalajara Jalisco ",0
154,"LABORATORIOS PIZZARD, S.A. DE C.V.",,,52 (33) 3283-0000,Alejandro Calderon Diaz ,"Km. 22.5 Carretera Guadalajara Morelia, Colonia Santa Cruz de las Flores, Tlajomulco de Zuñiga, C.P. 45640, Entidad Federativa Jalisco Km. 22.5 Carretera Guadalajara-Morelia, C.P. 45640 Tlajomulco de Zúñiga, Jalisco, México",0
155,"LABORATORIOS QUIMICA SON S, S.A. DE C.V.",ventas@quimicason.com.mx,,222 303 0600, ," Boulevard de los reyes 6217, San Bernardino Tlaxcalamcingo, Puebla c.p. 72820",0
156,"LABORATORIOS QUIMPHARMA, S.A. DE C.V.",info@quimpharma.com.mx,LQU020614AP1,5555416392, ," Calle Pino 343 Col. Santa Maria la Rivera Alcaldia Cuahutemoc, cp.p 06400, Ciudad de Mexico",0
157,LABORATORIOS RAAM DE SAHUAYO,inforaam@laboratorioraam.com,,3535-3249-07, ," Boulevard Lázaro Cárdenas Norte punto Sir 794, Colonia Centro Uno, C.P. 59099, Sahuayo de Morelos Michoacán",0
158,LABORATORIOS RUSSEK S. DE R.L. DE C.V.,info@loeffler.com.mx,LRU041117TJ5,5526-2691-00,Jose Israel Morales Almeraya ,"Calzada de las Armas 110, Colonia Industrial las Armas, Tlalnepantla de Baz, C.P. 54080 Estado de Mexico Calzada de las Armas 110, Colonia las Armas, c.p. 54080, Estado de México",0
159,"LABORATORIOS SALUS, S.A. DE C.V.",,LSA4605061F8,,Alejandro Calderon Diaz ,"Km. 22.5 Carretera Guadalajara Morelia, Colonia Santa Cruz de las Flores, Tlajomulco de Zuñiga, C.P. 45640, Entidad Federativa Jalisco Sahuayo, Michoacán, México C.P. 59000",0
160,"LABORATORIOS SENOSIAIN, S.A. DE. C.V.",,LSE830905MA4,, , ,0
161,"LABORATORIOS SILANES, S.A. DE C.V.",,LSI8112153I7,, , ,0
162,"LABORATORIOS SOLFRAN, S.A.",,LSO741128J68,, , ,0
163,"LABORATORIOS SOPHIA, S.A. DE C.V.",,LSO8412216D2,, , ,0
164,"LABORATORIOS SYDENHAM, S.A. DE C.V.",labsy@hotmail.com.mx,LSY490722BN1,5556-5972-10, ," Prolongación Moctezuma #58, Colonia San Francisco, Alcaldia Coyoacán, C.P. 04310, Ciudad de México",0
165,"LABORATORIOS TORRENT, S.A. DE C.V.",,LTO060320QN2,, ," Av. Insurgemtes Sur 2453, Colonia Tizapan, Alcaldía Alvaro Obregón,Ciudad de México",0
166,"LABORATORIOS VALDECASAS, S.A.",,LVA491122EB9,, , ,0
167,"LABORATORIOS VANQUISH, S.A. DE C.V.",,LVA020208R61,, , ,0
