ID,CLAVE12,DESCRIPCION,UNIDAD,CANTI,TIPO,caracteristicas,redfrio,fecreg
9268,5372632207,Cucharilla curva del N ° 00 con mango sintético de 220 mm ó 270 mm de longitud.,,,,FUENTE UNICA,NO,28/02/2020
9269,5372632215,Cucharilla curva del N ° 0 con mango sintético de 220 ó 270 mm de longitud.,,,,FUENTE UNICA,NO,28/02/2020
9270,5372632223,Cucharilla curva del N ° 1 con mango sintético de 220 ó 270 mm de longitud.,,,,FUENTE UNICA,NO,28/02/2020
9271,5372632231,Cucharilla.  Cucharilla Daviel para catarata tamaño chico.,,,,FUENTE UNICA,NO,28/02/2020
9272,5372632249,Cucharilla Hardy de 5 mm de diámetro angulada a 45 grados hacia arriba derecha de 240 a 245 mm de longitud.,,,,FUENTE UNICA,NO,28/02/2020
9273,5372632256,Cucharilla Hardy de 5 mm de diámetro angulada a 45 grados hacia arriba izquierda de 240 a 245 mm de longitud.,,,,FUENTE UNICA,NO,28/02/2020
9274,5372632264,Cucharillas para cerumen punta angulada a 30 grados de varios tamaños.,,,,FUENTE UNICA,NO,28/02/2020
9275,5372720010,Cuchillos Para cerebro. Hojas de acero inoxidable. Medidas: 35.5 x 3.8 cm. Pieza.,,,,FUENTE UNICA,NO,28/02/2020
9276,5372720036,Cuchillos Para cerebro. Hojas de acero inoxidable. Medidas: 25.0 x 3.0 cm. Pieza.,,,,FUENTE UNICA,NO,28/02/2020
9277,5372720085,Cuchillo Ballenger tallo en forma de bayoneta hoja giratoria 4 mm x 17 cm de longitud.,,,,FUENTE UNICA,NO,28/02/2020
9278,5372720176,Cuchillo.  Cuchillo Sickle doble filo.,,,,FUENTE UNICA,NO,28/02/2020
9279,5372720200,Cuchillo Kleinsasser agudo.,,,,FUENTE UNICA,NO,28/02/2020
9280,5372720218,Cuchillo Kleinsasser curvo.,,,,FUENTE UNICA,NO,28/02/2020
9281,5372720226,Cuchillo Kleinsasser recto.,,,,FUENTE UNICA,NO,28/02/2020
9282,5372720234,Cuchillo.  Cuchillo Ziegler 5 mm.,,,,FUENTE UNICA,NO,28/02/2020
9283,5372720242,Cuchillo en hoz puntiagudo de longitud de trabajo de 190 mm.,,,,FUENTE UNICA,NO,28/02/2020
9284,5372720259,Cuchillo desarticulador con extremo distal angulado a 20 ° de 0.5 mm de ancho x 1.5 mm de largo longitud total 163 mm.,,,,FUENTE UNICA,NO,28/02/2020
9285,5372720267,Cuchillo House hoja curva doble corte. Longitud de la hoja 10 mm Longitud total 190 mm.,,,,FUENTE UNICA,NO,28/02/2020
9286,5372720275,Cuchillo Rosen punta en forma de lanza longitud total 190 mm.,,,,FUENTE UNICA,NO,28/02/2020
9287,5372720283,Cuchillo Tab doble extremo hoja ovalada de 0.9 x 11 mm de diámetro angulado a 25 °. Longitud total 160 mm.,,,,FUENTE UNICA,NO,28/02/2020
9288,5372720291,Cuchillo Tabb doble extremo hoja ovalada de 0.9 x 11 mm de diámetro angulado a 45 ° longitud total 160 mm.,,,,FUENTE UNICA,NO,28/02/2020
9289,5372720309,Cuchillo house incudoestapedial diámetro de la hoja 0.75 mm angulada a 60 °. longitud total 168 mm,,,,FUENTE UNICA,NO,28/02/2020
9290,5372720317,Cuchillo Schuknecht redondo para oído.,,,,FUENTE UNICA,NO,28/02/2020
9291,5372720325,Estapedectomia.  Cuchillo Sheey-House hoja semicortante con diámetro de 2 mm maleable. Longitud total 168 mm.,,,,FUENTE UNICA,NO,28/02/2020
9292,5372720333,Cuchillo Kleinsasser recto punta oval.,,,,FUENTE UNICA,NO,28/02/2020
9293,5372720341,Cuchillo Kleinsasser oval curvo longitud de trabajo 230 mm.,,,,FUENTE UNICA,NO,28/02/2020
9294,5372720358,Instrumental Para Cirugía De Oído.  Cuchillo Plester en forma de hoz.,,,,FUENTE UNICA,NO,28/02/2020
9295,5372720366,Instrumental Para Cirugía De Oído.  Cuchillo Kley para platina.,,,,FUENTE UNICA,NO,28/02/2020
9296,5372720374,Elevador Austin Duckbill hoja curva con ancho de la punta de 2.2 mm.,,,,FUENTE UNICA,NO,28/02/2020
9297,5372720382,Instrumental Para Cirugía De Oído.  Cuchillo  para  disección  angulado  a 15 °.,,,,FUENTE UNICA,NO,28/02/2020
9298,5372720390,Instrumental Para Cirugía De Oído.  Cuchillo  para  disección  angulado  a 90 °.,,,,FUENTE UNICA,NO,28/02/2020
9299,5372720408,Instrumental Para Cirugía De Oído.  Cuchillo Paparella  Incudoestapedial de 0.5 mm de ancho de la hoja. Longitud total 165 mm.,,,,FUENTE UNICA,NO,28/02/2020
9300,5372720416,Cuchillo house hoja curva de 7.0 mm de longitud. Longitud total 165 mm,,,,FUENTE UNICA,NO,28/02/2020
9301,5372720424,Instrumental Para Cirugía De Oído.  Cuchillo Tabb doble extremo angulado a 90 °. Longitud total 160 mm.,,,,FUENTE UNICA,NO,28/02/2020
9302,5372720432,Cuchillo esternal de Lebsche mango transverso hoja de 32 mm de longitud. Longitud total de 248 mm.,,,,FUENTE UNICA,NO,28/02/2020
9303,5372720440,Sistema  De   Disquectomía  Lumbar percutánea.  Microcuchillo con punta sin filo.,,,,FUENTE UNICA,NO,28/02/2020
9304,5372720457,Cuchillo.  Cuchillo con mango de madera longitud de 110 mm. para autopsia.,,,,FUENTE UNICA,NO,28/02/2020
9305,5372720465,Cuchillo.  Cuchillo con mango de madera longitud de 170 mm. para autopsia.,,,,FUENTE UNICA,NO,28/02/2020
9306,5372720473,Cuchillo Cottle punta redondeada de 150 mm de longitud.,,,,FUENTE UNICA,NO,28/02/2020
9307,5372720481,Cuchillo.  Cuchillo Fomón doble fijo de 160 a 170 mm. de longitud.,,,,FUENTE UNICA,NO,28/02/2020
9308,5372720499,Cuchillo.  Cuchillo Langenbeck longitud de 120 a 130 mm.,,,,FUENTE UNICA,NO,28/02/2020
9309,5372720507,Cuchillo Liston de una sola pieza longitud de 160 a 170 mm.,,,,FUENTE UNICA,NO,28/02/2020
9310,5372720515,Cuchillo Liston de una sola pieza longitud de 190 a 200 mm.,,,,FUENTE UNICA,NO,28/02/2020
9311,5372720523,Cuchillo Masing de 130 mm de longitud.,,,,FUENTE UNICA,NO,28/02/2020
9312,5372720531,Cuchillo.  Cuchillo  Shea  angulado  a  45 °  para estribo.,,,,FUENTE UNICA,NO,28/02/2020
9313,5372720549,Cuchillo.  Cuchillo   Virchow   mango   de   metal longitud de 160 mm.,,,,FUENTE UNICA,NO,28/02/2020
9314,5372720556,Cuchillo.  Cuchillo   Virchow   mango   de   metal longitud de 200 mm.,,,,FUENTE UNICA,NO,28/02/2020
9315,5372720564,Cuchillo.  Cuchillo   Virchow   mango   de   metal longitud de 240 a 350 mm.,,,,FUENTE UNICA,NO,28/02/2020
9316,5372720572,Cuchillo.  Cuchillo para liberación lateral.,,,,FUENTE UNICA,NO,28/02/2020
9317,5372720598,Cuchillos Cuchillo listón mango metálico longitud útil o de corte de 200 a 220 mm. Para realizar cortes de órganos y tejidos postmortem. Pieza.,,,,FUENTE UNICA,NO,28/02/2020
9318,5372720606,Cuchillo Cottle lateral de 150 mm de longitud.,,,,FUENTE UNICA,NO,28/02/2020
9319,5372740018,Cuerpo. Cuerpo de retractor para cirugía transoral.,,,,FUENTE UNICA,NO,28/02/2020
9320,5372750017,Cureta.  Cureta de anillo angulada a 10 .,,,,FUENTE UNICA,NO,28/02/2020
9321,5372750025,Cureta.  Cureta de anillo.,,,,FUENTE UNICA,NO,28/02/2020
9322,5372770015,Microdebridador eléctrico con pieza de mano para puntas desechables o reusables con diferentes funciones diámetros y curvaturas que permitan aspirar remover diferentes tejidos y que conste de consola para control de las revoluciones adelante atrás y oscilatorio pieza de mano recta de alta velocidad pedal multifunciones; consumibles: puntas reusables o desechables curvas y rectas para tejido blando y para hueso con calibres de 2.9 mm 3.5 mm y 4.5 mm y longitud de trabajo de 11 cm.,,,,FUENTE UNICA,NO,28/02/2020
9323,5372780014,Dermatomo.  Dermatomo Schink graduable de 0.1 a 2  mm.  con  dos  placas  para  extender piel de 300 mm. de longitud.,,,,FUENTE UNICA,NO,28/02/2020
9324,5372810043,Depresor.  Depresor Urretz Zavalia con punta para marcar.,,,,FUENTE UNICA,NO,28/02/2020
9325,5372820059,Desarticulador.  Desarticulador Schuknecht.,,,,FUENTE UNICA,NO,28/02/2020
9326,5372840065,"Sistema   Universal de columna ""U.S.S."".  Lezna de profundidad para pedículo longitud 230 mm.",,,,FUENTE UNICA,NO,28/02/2020
9327,5372860022,Implantes  De  Titanio  Para  Mandibula Compact M F.  Destornillador en cruz con acople de anclaje rápido con sujetador automático de tornillos.,,,,FUENTE UNICA,NO,28/02/2020
9328,5372860188,Desatornillador Hexagonal.  Desatornillador hexagonal pequeño con vaina de sujeción.,,,,FUENTE UNICA,NO,28/02/2020
9329,5372860196,Desatornillador Hexagonal.  Desatornillador hexagonal pequeño con acople de anclaje rápido punta 2.5 mm. Agudo.,PZA,1,PZA,FUENTE UNICA,NO,28/02/2020
9330,5372860246,Implantes  De  Titanio  Para  Mandibula Compact M F.  Destornillador  en  cruz  pequeño  con acople de anclaje rápido y dental.,,,,FUENTE UNICA,NO,28/02/2020
9331,5372860303,Desatornillador Hexagonal.  Desatornillador hexagonal canulado pequeño con sujetador automático de tornillos.,PZA,1,PZA,FUENTE UNICA,NO,28/02/2020
9332,5372860329,Desatornillador Hexagonal.  Desatornillador hexagonal canulado grande con acople de anclaje rápido.,,,,FUENTE UNICA,NO,28/02/2020
9333,5372860337,Desatornillador Hexagonal.  Desatornillador hexagonal canulado pequeño con acople de anclaje rápido.,,,,FUENTE UNICA,NO,28/02/2020
9334,5372860345,Equipo de minifragmentos para mano y pie. Destornillador hexagonal con vaina de sujeción para tornillos de 1.5 y 2.0 mm.,PZA,1,PZA,FUENTE UNICA,NO,28/02/2020
9335,5372860352,Equipo   De   Minifragmentos   Para Mano Y Pie.  Pieza de destornillador hexagonal pequeño para tornillos de acero y titanio de 2.7mm acoplable al mango y mango en T.,PZA,1,PZA,FUENTE UNICA,NO,28/02/2020
9336,5372860360,Desatornillador hexagonal punta de 3.5 mm.,,,,FUENTE UNICA,NO,28/02/2020
9337,5372860386,Desatornillador hexagonal pequeño con sujetador automático de tornillos punta de 2.5 mm.,,,,FUENTE UNICA,NO,28/02/2020
9338,5372860618,Implantes  De  Titanio  Para  Mandibula Compact M F.  Destornillador   en   cruz   con   mango punta de 2 mm.,,,,FUENTE UNICA,NO,28/02/2020
9339,5372860626,"Sistema universal de columna. ""u. s. s. . Destornillador para tornillos pediculares con aberturas lateral y lateral corto.",,,,FUENTE UNICA,NO,28/02/2020
9340,5372860634,Sistema  para  armazón  de  techo cotiloideo.  Destornillador Cordan longitud 300 mm.,,,,FUENTE UNICA,NO,28/02/2020
9341,5372860642,Implantes de titanio para construcción de mandibula.  Pieza de destornillador cruciforme autosujetante de 4.0 mm. Longitud total 130 mm.,,,,FUENTE UNICA,NO,28/02/2020
9342,5372860659,Implantes de titanio para construcción de mandibula.  Pieza de destornillador hexagonal con vaina de sujeción.,,,,FUENTE UNICA,NO,28/02/2020
9343,5372860667,Equipo de minifragmentos para mano y pie. Pieza de destornillador hexagonal para tornillos de acero de 1.5 y 2.0 mm con hexágono interno completo vaina de sujeción acoplable a los mangos.,PZA,1,PZA,FUENTE UNICA,NO,28/02/2020
9344,5372860675,Equipo de minifragmentos para mano y pie. Pieza de destornillador cruciforme de 1.5 / 2.0 mm con vaina de sujeción para tornillos de titanio de 1.5 y 2.0 mm.,PZA,1,PZA,FUENTE UNICA,NO,28/02/2020
9345,5372860683,Implantes de titanio para mandibula compact 2.4 mm..  Destornillador cruciforme con acople de anclaje rápido de 2.4 mm de diámetro con vaina de sujeción.,,,,FUENTE UNICA,NO,28/02/2020
9346,5372860691,Implantes de titanio para mandibula compact 2.4 mm..  Destornillador  cruciforme  con  vaina  de sujeción para tornillo cortical.,,,,FUENTE UNICA,NO,28/02/2020
9347,5372860709,Implantes de titanio para mandibula compact 2.4 mm. Destornillador para tornillo hexagonal de 2.4 mm.,,,,FUENTE UNICA,NO,28/02/2020
9348,5372860725,"Sistema    Universal    De    Columna. ""U. S. S. .  Destornillador hexagonal pequeño.",,,,FUENTE UNICA,NO,28/02/2020
9349,5372860733,Cirugía maxilofacial. Destornillador sistema universal. Contenedor de politetrafluoroetileno. Mango del destornillador. Vástago No. 1 para tornillos de 1.5 y 2.0 mm ranura simple. Vástago No. 2  para tornillos de 2.0 y 2.3 mm de accionamiento central. Vástago No. 3 para tornillos de 1.3 y 2.4 mm ranura cruciforme. Vástago No. 4  para tornillos de 2.7 mm hexágono interior. Tipo Allen. Vástago No. 5 para tornillos 2.0 y 2.7 mm ranura en cruce tipo Phillips. Vástago No. 6 para tornillos 0.8 1.0 y 1.2 mm ranura cruciforme. Vástago No. 7 para tornillos de 1.5 mm de diámetro con accionamiento central. Vástago No. 8 para tornillos de 1.0 mm de diámetro con accionamiento central. Vástago No. 9 para tornillos de 2.7mm de diámetro con accionamiento central. Vástago No. 10 para tornillos de 2.7 mm de diámetro con ranura simple. Vástago No. 11 para tornillos de 2.0 mm de diámetro con hexágono interior tipo Allen. Vástago no. 12 para tornillos de 2.3 y 2.7 mm de diámetro con hexágono interior tipo Allen.,,,,FUENTE UNICA,NO,28/02/2020
9350,5372860741,Desatornillador hexagonal. Desatornillador hexagonal con sujetador automático de tornillos punta de 3.5mm con longitud de 280 a 320mm,,,,FUENTE UNICA,NO,28/02/2020
9351,5372860758,Desatornillador Hexagonal.  Desatornillador hexagonal con sujetador automático de tornillos punta de 2.5 mm con longitud de 280 a 320 mm.,,,,FUENTE UNICA,NO,28/02/2020
9352,5372900026,Diapasón Hartmann de aleación de aluminio en tono de do juego de 5 con frecuencias 128 256 512 1024 2048 y 4094 hz.,,,,FUENTE UNICA,NO,28/02/2020
9353,5373010015,Dilatador Bakes longitud de 300 a 320 mm calibre 2 mm.,,,,FUENTE UNICA,NO,28/02/2020
9354,5373010023,Dilatador Bakes longitud de 300 a 320 mm calibre 3 mm.,,,,FUENTE UNICA,NO,28/02/2020
9355,5373010031,Dilatador Bakes longitud de 300 a 320 mm calibre 4 mm.,,,,FUENTE UNICA,NO,28/02/2020
9356,5373010049,Dilatador Bakes longitud de 300 a 320 mm calibre 5 mm.,,,,FUENTE UNICA,NO,28/02/2020
9357,5373010056,Separador Faríngeo.  Separador  Trousseau  de  dos  hojas longitud de 130 a 140 mm.,,,,FUENTE UNICA,NO,28/02/2020
9358,5373010072,Dilatador Bakes longitud de 300 a 320 mm calibre 6 mm.,,,,FUENTE UNICA,NO,28/02/2020
9359,5373010080,Dilatador Bakes longitud de 300 a 320 mm calibre 7 mm.,,,,FUENTE UNICA,NO,28/02/2020
9360,5373010098,Dilatador Bakes longitud de 300 a 320 mm calibre 8 mm.,,,,FUENTE UNICA,NO,28/02/2020
9361,5373010114,Dilatador Bakes longitud de 300 a 320 mm calibre 9 mm.,,,,FUENTE UNICA,NO,28/02/2020
9362,5373010122,Dilatador Bakes longitud de 300 a 320 mm calibre 10 mm.,,,,FUENTE UNICA,NO,28/02/2020
9363,5373010130,Dilatador Bakes longitud de 300 a 320 mm calibre 11 mm.,,,,FUENTE UNICA,NO,28/02/2020
9364,5373010148,Dilatador Bakes longitud de 300 a 320 mm calibre 12 mm.,,,,FUENTE UNICA,NO,28/02/2020
9365,5373010155,Dilatador Worst (cola de cochino).,,,,FUENTE UNICA,NO,28/02/2020
9366,5373010163,Dilatadores Savary-Guilliard juego de 7 piezas en el rango de 5 a 15 mm de calibre.,,,,FUENTE UNICA,NO,28/02/2020
9367,5373010171,Dilatador Bakes longitud de 300 a 320 mm calibre 13 mm.,,,,FUENTE UNICA,NO,28/02/2020
9368,5373010197,Dilatador Vascular Y Valvular.  Dilatador  De  Bakey  calibre  1.0  mm. para coronarias.,,,,FUENTE UNICA,NO,28/02/2020
9369,5373010213,Dilatador Vascular Y Valvular.  Dilatador  De  Bakey  calibre  1.5  mm. para coronarias.,,,,FUENTE UNICA,NO,28/02/2020
9370,5373010221,Dilatador Vascular Y Valvular.  Dilatador  De  Bakey  calibre  2.0  mm. para coronarias.,,,,FUENTE UNICA,NO,28/02/2020
9371,5373010239,Dilatador Vascular Y Valvular.  Dilatador  De  Bakey  calibre  2.5  mm. para coronarias.,,,,FUENTE UNICA,NO,28/02/2020
9372,5373010247,Dilatador Vascular Y Valvular.  Dilatador  De  Bakey  calibre  3.0  mm. para coronarias.,,,,FUENTE UNICA,NO,28/02/2020
9373,5373010262,Dilatador Para Vía Lagrimal.  Dilatador Wilder. Mediano.,,,,FUENTE UNICA,NO,28/02/2020
9374,5373010270,Dilatador Para Vía Lagrimal.  Dilatador Wilder. Grande.,,,,FUENTE UNICA,NO,28/02/2020
9375,5373010288,Dilatador Vascular Y Valvular.  Dilatador De Bakey calibre 3.5 mm. para coronarias.,,,,FUENTE UNICA,NO,28/02/2020
9376,5373010296,Dilatador Vascular Y Valvular.  Dilatador  De  Bakey  calibre  4.0  mm. para coronarias.,,,,FUENTE UNICA,NO,28/02/2020
9377,5373010304,Dilatador Castroviejo con doble punta: roma y afilada.,,,,FUENTE UNICA,NO,28/02/2020
9378,5373010312,Dilatador Vascular Y Valvular.  Dilatador  De  Bakey  calibre  4.5  mm. para coronarias.,,,,FUENTE UNICA,NO,28/02/2020
9379,5373010338,Dilatador Vascular Y Valvular.  Dilatador  De  Bakey  calibre  5.0  mm. para coronarias.,,,,FUENTE UNICA,NO,28/02/2020
9380,5373010411,Dilatador Para Tracto Urinario.  Dilatador Van Buren graduado juego de 12 Pzas. calibres de 8 a 30 fr.,,,,FUENTE UNICA,NO,28/02/2020
9381,5373010437,Dilatador Para Vía Lagrimal.  Dilatador Wilder. Chico.,,,,FUENTE UNICA,NO,28/02/2020
