ID,CLAVE12,DESCRIPCION,UNIDAD,CANTI,TIPO,caracteristicas,redfrio,fecreg
6011,0808231948,Controles y Estándares. Plasma humano con citrato y con valor anormal para controlar el nivel superior de la terapia con anticoagulantes orales. Frasco con mínimo 0.5 ml. Y máximo 1 ml. RTC.,,,,generico,NO,28/02/2020
6012,0808231955,Controles y Estándares. Plasma humano con citrato y con valor anormal para controlar el nivel inferior de la terapia con anticoagulantes orales. Frasco con mínimo 0.5 ml. Y máximo 1 ml. RTC.,,,,generico,NO,28/02/2020
6013,0808231989,Controles y estándares. Sodio y potasio.  Soluciones acuosas para control en mEq/L.  (140 y 5) ampolletas con 1 ml.  TA.,,,,generico,NO,28/02/2020
6014,0808231997,Controles y estándares. Sodio y potasio.  Soluciones acuosas para control en mEq/L.  (160 y 8) ampolletas con 1 ml.  TA.,,,,generico,NO,28/02/2020
6015,0808232003,Controles y estándares. Sodio y potasio.  Soluciones acuosas para control en mEq/L.  (120 y 100) ampolletas con 1 ml.  TA.,,,,generico,NO,28/02/2020
6016,0808232011,Controles y estándares. Sodio y potasio.  Soluciones acuosas para control en mEq/L.  (100 y 100) ampolletas con 1 ml.  TA.,,,,generico,NO,28/02/2020
6017,0808232037,Soluciones Amortiguadoras Amortiguadora tris salino para hibridación in situ. Juego con dos frascos con 2 ml. TA.,,,,generico,NO,28/02/2020
6018,0808232045,Reactivos químicos. Salicilato de sodio. RA. Cristales. Frasco con 100 g. TA.,,,,generico,NO,28/02/2020
6019,0808232052,Reactivos y juegos de reactivos para pruebas específicas Hypaque-Ficoll solución separadora de linfocitos humanos. Densidad 1.077. Frasco con 500 ml. TA.,FCO,500,ML.,generico,NO,28/02/2020
6020,0808232060,Medios de cultivo complementos  Solución salina balanceada de Hanks en medio líquido. Frasco con 500 ml. RTC.,FCO,500,ML.,generico,NO,28/02/2020
6021,0808232433,Medios de cultivo Complementos. Solución amortiguadora con una concentración de 238.5 mg/Hepes. Frasco con 20 ml. RTC.,,,,generico,NO,28/02/2020
6022,0808232466,Controles y estándares. Control positivo para Chlamydia. Frasco con 5 U. Frasco. RTC.,,,,generico,NO,28/02/2020
6023,0808232474,Soluciones amortiguadoras. Solución amortiguadora para corrimiento electroforético. Frasco para 1000 ml. TA.,,,,generico,NO,28/02/2020
6024,0808232482,Sustancias biológicas antígenos sueros. Solución de tripsina (1:250). Frasco con 100 ml. RTC.,FCO,100,ML.,generico,NO,28/02/2020
6025,0808233837,Soluciones Amortiguadoras Amortiguadora (buffer) de acetato pH 4.9. Frasco con 100 ml. TA.,,,,generico,NO,28/02/2020
6026,0808233928,Medios de cultivo R.P.M.I 1640 medio amortiguado. Paquete con 10 g para 1 litro. TA.,,,,generico,NO,28/02/2020
6027,0808233936,Reactivos y juegos de reactivos para pruebas específicas. Fructosamina. Para 50 pruebas. RTC.,,,,generico,NO,28/02/2020
6028,0808234256,Centrífugas. Accesorios: Solución anticoagulante ACD-A bolsa de 500 ml.,,,,generico,NO,28/02/2020
6029,0808234264,Centrífugas. Accesorios: Solución citrato trisódico al 46.7% frasco ámpula con 30 ml.,,,,generico,NO,28/02/2020
6030,0808234744,Controles y estándares. Litio estándar interno solución acuosa 3000 mEq/L. Frasco con 100 ml. TA.,,,,generico,NO,28/02/2020
6031,0808234983,Sustancias biológicas Solución de penicilina-estreptomicina con 10000 U/ml de penicilina G y 10000 µg/ml de estreptomicina. Frasco con 20 ml. CTC.,FCO,20,ML.,generico,NO,28/02/2020
6032,0808234991,Sustancias biológicas Colcemid. Con 10 µg/ml preparada en solución salina balanceada de Hanks. Frasco con 10 ml. Caja con 12. RTC.,CJA,12,FCO,generico,NO,28/02/2020
6033,0808235006,Soluciones amortiguadoras (tabletas) Tabletas para preparar un litro de solución amortiguadora pH 7.2. Frasco con 50. TA.,,,,generico,NO,28/02/2020
6034,0808235014,Soluciones amortiguadoras (tabletas) Tabletas para preparar un litro de solución amortiguadora pH 6.8. Frasco con 50. TA.,,,,generico,NO,28/02/2020
6035,0808235022,Sustancias biológicas Solución antimicótica con 250 µg/ml de amfotericina B y 205 µg/ml de deoxicolato de sodio. Frasco con 10 ml. CTC.,FCO,10,ML.,generico,NO,28/02/2020
6036,0808235733,Reactivos y juegos de reactivos para pruebas específicas Solución para lisis de eritrocitos en sangre total y en preparados leucocitarios. Envase con 100 ml. TA.,,,,generico,NO,28/02/2020
6037,0808235741,Controles y estándares Control de isotipo combinado IgG1/IgG1. Control Y1/Y1. Clona x 40. Para 50 pruebas. RTC.,,,,generico,NO,28/02/2020
6038,0808235758,Controles y estándares Control de isotipo combinado IgG/IgG2a. Control Y1/Y2a. Clona x 39. Para 50 pruebas. RTC.,,,,generico,NO,28/02/2020
6039,0808235766,Controles y estándares Control de isotipo combinado (IgG2a-FITC/IgG2a-PE). Para 50 pruebas. RTC.,,,,generico,NO,28/02/2020
6040,0808236210,Reactivos Químicos. Oxido  de  propileno.  Solvente  de  resina  para  facilitar  la  inclusión  de  la  muestra  para  microscopía electrónica. Envase con  500 ml.,ENV,500,ML.,generico,NO,28/02/2020
6041,0808236228,Reactivos Químicos. Oxido  de  propileno.  Solvente  de  resina  para  facilitar  la  inclusión  de  la  muestra  para  microscopía electrónica. Envase con 1000 ml.,ENV,1000,ML.,generico,NO,28/02/2020
6042,0808236236,Soluciones. Fluoresceína solución inyectable.  Cada ml contiene:  Fluoresceína sódica 100 mg. TATC.  Envase con una ampolleta y/o frasco ámpula de 5 ml.,ENV,1,F.A,generico,NO,28/02/2020
6043,0808236244,Reactivos Químicos Resina epóxica alifática basada en di o tri glicidiléteres de glicerol (EPON 812). Frasco con 450 ml. TA.,,,,generico,NO,28/02/2020
6044,0808236269,Soluciones amortiguadoras. Solución amortiguadora PBS 10x pH 7.2. Para cultivo celular. Frasco con 1000 ml. TA.,FCO,1000,ML.,generico,NO,28/02/2020
6045,0808236277,Soluciones amortiguadoras. Solución amortiguadora pH 10.0 para calibración de potenciómetros. Frasco con 500 ml. TA.,FCO,500,ML.,generico,NO,28/02/2020
6046,0808236651,Tiras. Papeles estériles Cada tira de papel contiene:  Fluoresceína sódica 1 mg. TATC. Envase con 200 tiras estériles.,ENV,200,TIRA,generico,NO,28/02/2020
6047,0808250039,Radiofármacos y generadores de radionuclidos. I131 o Cr51 Albúmina humana. Estuche. RTC.,,,,generico,NO,28/02/2020
6048,0808250062,Radiofármacos y generadores de radionuclidos. In111-Cloruro de indio. Radiofármaco  con  pureza  radioquímica  igual  o  mayor  al  95%  y  actividad  específica  de  111 megabecquereles (MBq). Frasco. TATC.,ENV,1,FCO,generico,NO,28/02/2020
6049,0808250070,Radiofármacos y generadores de radionuclidos. HG197-Cloruro de mercurio. Estuche. RTC.,,,,generico,NO,28/02/2020
6050,0808250112,Radiofármacos y generadores de radionuclidos.P32-Fosfato de sodio (P32). Radiofármaco  con  pureza  radioquímica  igual  o  mayor  al  95%  y  actividad  específica  de  370 megabecquereles (MBq). Frasco. TATC.,,,,generico,NO,28/02/2020
6051,0808250153,Radiofármacos y generadores de radionuclidos. I131-Yodo norcolesterol. Radiofármaco  con  pureza  radioquímica  igual  o  mayor  al  95%   y  actividad  específica  de  222 megabecquereles (MBq). Frasco. RTC.,ENV,1,FCO,generico,NO,28/02/2020
6052,0808250161,Radiofármacos y generadores de radionuclidos. Au198 -Oro coloidal. Estuche. RTC.,,,,generico,NO,28/02/2020
6053,0808250187,Radiofármacos y generadores de radionuclidos. I131-Rosa de bengala. Estuche. RTC.,,,,generico,NO,28/02/2020
6054,0808250229,Radiofármacos y generadores de radionuclidos. Xe133-Xenón. Radiofármaco  con  pureza  radioquímica  igual  o  mayor  al  95%   y  actividad  específica  de  222 megabecquereles (MBq). Frasco. TATC.,,,,generico,NO,28/02/2020
6055,0808250252,Radiofármacos en unidosis. Ácido dietilentriaminopentacético In111  (In111 - DTPA). . Radiofármaco  con  pureza  radioquímica  igual  o  mayor  al  95%  y  actividad  específica  de  185 megabecquereles (MBq). Frasco. TATC.,,,,generico,NO,28/02/2020
6056,0808250427,Radiofármacos y generadores de radionuclidos. Norcolesterol I113.  Estuche.  RTC.,ENV,1,EST,generico,NO,28/02/2020
6057,0808250518,Radiofármacos y generadores de radionuclidos. Sr89-Cloruro de Estroncio. Radiofármaco con pureza radioquímica mayor de 95% y actividad específica de 370 megabecquereles (MBq). Frasco. TATC.,,,,generico,NO,28/02/2020
6058,0808250583,Radiofármacos y generadores de radionuclidos. Carbono 14 (diferentes compuestos). Estuche. RTC,,,,generico,NO,28/02/2020
6059,0808250590,Reactivos para pruebas por radioinmunoanálisis Testosterona total (I125 ). Determinación de testosterona total  sérica por radioinmunoanálisis. Controles propios incluidos fase sólida. Porcentaje de unión mayor al 40%. Para 100 pruebas. RTC.,,,,generico,NO,28/02/2020
6060,0808250591,Controles y estándares. Cs-Cesio. Radioisótopo    que    se    usa    como    fuente    sellada    de    calibración    en    equipos    detectores de radiación. Contenedor. TATC.,ENV,1,CONT,generico,NO,28/02/2020
6061,0808250641,Radiofármacos y generadores de radionuclidos. I123-Yodo anfetamina. Estuche. RTC.,,,,generico,NO,28/02/2020
6062,0808250690,Reactivos para pruebas por radioinmunoanálisis 11-Desoxicortisol. 1 x 100. Estuche. RTC.,,,,generico,NO,28/02/2020
6063,0808250708,Reactivos para pruebas por radioinmunoanálisis Dehidrotestosterona. 1 x 100. Estuche. RTC.,,,,generico,NO,28/02/2020
6064,0808250716,Reactivos para pruebas por radioinmunoanálisis Epinefrina. 1 x 100. Estuche. RTC.,,,,generico,NO,28/02/2020
6065,0808250724,Reactivos para pruebas por radioinmunoanálisis Norepinefrina. 1 x 100. Estuche. RTC.,,,,generico,NO,28/02/2020
6066,0808250732,Reactivos para pruebas por radioinmunoanálisis Dopamina. 1 x 100. Estuche. RTC.,,,,generico,NO,28/02/2020
6067,0808250740,Reactivos para pruebas por radioinmunoanálisis Alfa androstenediol (I125). 1 x 100. Estuche. RTC.,,,,generico,NO,28/02/2020
6068,0808250757,Reactivos para pruebas por radioinmunoanálisis Delta-4-androstenediona. 1 x 100. Estuche. RTC.,,,,generico,NO,28/02/2020
6069,0808250765,Reactivos para pruebas por radioinmunoanálisis Dehidroepiandrosterona sulfato (I125). Determinación  de  dehidroepiandrosterona  sulfato  sérica  por  radioinmunoanálisis.  Controles  propios incluidos fase sólida. Porcentaje de unión mayor al 40%. Para 100 pruebas. RTC.,EST,100,PBA,generico,NO,28/02/2020
6070,0808250773,Reactivos para pruebas por radioinmunoanálisis Dehidroepiandrosterona libre (I125). Determinación de dehidroepiandrosterona libre por radioinmunoanálisis. Controles propios incluidos fase sólida. Porcentaje de unión mayor al 40%. Para 100 pruebas. RTC.,EST,100,PBA,generico,NO,28/02/2020
6071,0808250781,Precursores de radiofármacos. Hidroximetildifosfonatos (HMDP). Sustancia no radioactiva que se utiliza para la preparación de radiofármacos. Que se puede marcar con actividad igual o mayor a 3700 megabecquereles (MBq) por frasco. Estuche con 5 frascos. RTC.,EST,5, FCO,generico,NO,28/02/2020
6072,0808250849,Reactivos para pruebas por radioinmunoanálisis. Aldosterona I125. Determinación de Aldosterona sérica por radioinmunoanálisis. Controles propios incluidos fase sólida. Con porcentaje de unión mayor al 40%. Para 100 pruebas. RTC.,EST,100,PBA,generico,NO,28/02/2020
6073,0808250856,Radiofármacos y generadores de radionuclidos. Ga67-Citrato de Galio. Radiofármaco de origen con pureza radioquímica igual o mayor al 90% y actividad específica de 111 megabecquereles (MBq). Frasco. TATC.,ENV,1,FCO,generico,NO,28/02/2020
6074,0808250864,Radiofármacos y generadores de radionuclidos. Ga67-Citrato de Galio. Radiofármaco de origen con pureza radioquímica igual o mayor al 90% y actividad específica de 222 megabecquereles(MBq). Frasco. TATC.,ENV,1,FCO,generico,NO,28/02/2020
6075,0808250872,Radiofármacos y generadores de radionuclidos. Ga67-Citrato de Galio. Radiofármaco de origen con pureza radioquímica igual o mayor al 90% y actividad específica de 444 megabecquereles(MBq). Frasco. TATC.,ENV,1,FCO,generico,NO,28/02/2020
6076,0808250880,Radiofármacos y generadores de radionuclidos. Ga67-Citrato de Galio. Radiofármaco de origen con pureza radioquímica igual o mayor al 90% de actividad y actividad específica de 333 megabecquereles(MBq). Frasco. TATC.,ENV,1,FCO,generico,NO,28/02/2020
6077,0808250898,Radiofármacos y generadores de radionuclidos. TI201-Cloruro de talio. Radiofármaco  de  origen  con  pureza  química  igual  o  mayor  al  90%  y  actividad  específica  de  37 megabecquereles (MBq). Frasco. TATC.,ENV,1,FCO,generico,NO,28/02/2020
6078,0808250906,Radiofármacos y generadores de radionuclidos. TI201-Cloruro de talio. Radiofármaco  de  origen  con  pureza  química  igual  o  mayor  al  90%  y  actividad  específica  de  111 megabecquereles (MBq). Frasco. TATC.,ENV,1,FCO,generico,NO,28/02/2020
6079,0808250914,Radiofármacos y generadores de radionuclidos. TI201-Cloruro de talio. Radiofármaco  de  origen  con  pureza  química  igual  o  mayor  al  90%  y  actividad  específica  de  222 megabecquereles (MBq). Frasco. TATC.,ENV,1,FCO,generico,NO,28/02/2020
6080,0808250922,Radiofármacos y generadores de radionuclidos. TI201-Cloruro de talio (TI). Radiofármaco  de  origen  con  pureza  química  igual  o  mayor  al  90%  y  actividad  específica  de  444 megabecquereles (MBq). Frasco. TATC.,ENV,1,FCO,generico,NO,28/02/2020
6081,0808250930,Radiofármacos y generadores de radionuclidos. Y90-Cloruro de itrio. Radiofármaco  con  pureza  radioquímica  igual  o  mayor  al  90%  y  actividad  específica  de  185 megabecquereles (MBq). Frasco. TATC.,,,,generico,NO,28/02/2020
6082,0808250948,Radiofármacos y generadores de radionuclidos. Y90-Cloruro de itrio. Radiofármaco  con  pureza  radioquímica  igual  o  mayor  al  90%  y  actividad  específica  de  370 megabecquereles (MBq). Frasco. TATC.,ENV,1,FCO,generico,NO,28/02/2020
6083,0808250955,Precursores de radiofármacos. Dímero de etilencisteína (ECD). Sustancia no radioactiva que se utiliza para la preparación de radiofármacos que se puede marcar con actividad igual o mayor a 3700 megabecquereles (MBq). Estuche. RTC.,ENV,1,EST,generico,NO,28/02/2020
6084,0808250963,Radiofármacos y generadores de radionuclidos. Etil hidroximetil difosfonato (EDTMP) marcado con Sm153-Samario153. Sustancia radiactiva que se utiliza en tratamiento. Radiofármaco con pureza radioquímica igual o mayor al 95% y actividad de 3700 megabecquereles (MBq). Frasco. TATC.,ENV,1,FCO,generico,NO,28/02/2020
6085,0808250971,Radiofármacos y generadores de radionuclidos. Etil hidroximetil difosfonato (EDTMP) marcado con Sm153 -Samario. Sustancia radiactiva que se utiliza en tratamiento. Radiofármaco con pureza radioquímica igual o mayor al 95% y actividad de 1850 megabecquereles (MBq). Frasco. TATC.,,,,generico,NO,28/02/2020
6086,0808250989,Radiofármacos y generadores de radionuclidos. Generador  de  Mo99(Molibdeno)-Tc99m(Tecnecio) con  blindaje de  plomo  mínimo  50 mm  de espesor alrededor  de  la  columna  para  obtener  elusión  de  Tc99m   con  rendimiento  de  Tc99-m   de  100%. Radiofármaco  con  pureza  radioquímica  igual  o  mayor  al  98%  y  actividad  específica  de  18.5 gigabecquereles (GBq). Equipo. TATC.,ENV,1,EQP,generico,NO,28/02/2020
6087,0808250997,Radiofármacos y generadores de radionuclidos. Generador  de  Mo99(Molibdeno)-Tc99m(Tecnecio) con  blindaje de  plomo  mínimo  50 mm  de espesor alrededor  de  la  columna  para  obtener  elusión  de  Tc99m   con  rendimiento  de  Tc99-m   de  100%. Radiofármaco con pureza radioquímica igual o mayor al 98% y actividad específica de 37 gigabecquereles (GBq). Equipo. TATC.,ENV,1,EQP,generico,NO,28/02/2020
6088,0808251003,Radiofármacos y generadores de radionuclidos. Generador  de  Mo99(Molibdeno)-Tc99m(Tecnecio) con  blindaje de  plomo  mínimo  50 mm  de espesor alrededor  de  la  columna  para  obtener  elusión  de  Tc99m   con  rendimiento  de  Tc99-m   de  100%. Radiofármaco con pureza radioquímica igual o mayor al 98% y actividad específica de 74 gigabecquereles (GBq). Equipo. TATC.,ENV,1,EQP,generico,NO,28/02/2020
6089,0808251045,Precursores de radiofármacos. Hidroxidifosfonatos (HDP). Sustancia no radioactiva que se utiliza para la preparación de radiofármacos. Que se puede marcar con actividad igual o mayor a 3700 megabecquereles (MBq) por frasco. Envase con 5 frascos. RTC.,,,,generico,NO,28/02/2020
6090,0808251052,Radiofármacos y generadores de radionuclidos. I123 o I131-Hipuran. Radiofármaco de origen con pureza radioquímica igual o mayor al 90% y actividad específica de 11.1 megabecquereles (MBq). Frasco. RTC.,,,,generico,NO,28/02/2020
6091,0808251060,Radiofármacos y generadores de radionuclidos. I123 o I131-Hipuran. Radiofármaco de origen con pureza radioquímica igual o mayor al 90% y actividad específica de 74 megabecquereles (MBq). Frasco. RTC.,,,,generico,NO,28/02/2020
6092,0808251078,Radiofármacos y generadores de radionuclidos. I123 o I131-Hipuran. Radiofármaco de origen con pureza radioquímica igual o mayor al 90% y actividad específica de 444 megabecquereles (MBq). Frasco. RTC.,ENV,1,FCO,generico,NO,28/02/2020
6093,0808251086,Radiofármacos y generadores de radionuclidos. Mebrofenin. Sustancia no radioactiva que se utiliza para la preparación de radiofármacos que se puede marcar con actividad igual o mayor a 3700 megabecquereles (MBq). Envase con 5 frascos. RTC.,ENV,5,FCO,generico,NO,28/02/2020
6094,0808251094,Radiofármacos y generadores de radionuclidos. I131-Metayodobencilguanidina (MIBG-I131). Radiofármaco  con  pureza  radioquímica  igual  o  mayor  al  90%   y  actividad  específica  de  55.5 megabecquereles (MBq). Frasco. TATC.,ENV,1,FCO,generico,NO,28/02/2020
6095,0808251102,Radiofármacos y generadores de radionuclidos. I131- Metayodobencilguanidina (MIBG-I131). Radiofármaco  con  pureza  radioquímica  igual  o  mayor  al  90%  y  actividad  específica  de  3700 megabecquereles (MBq). Frasco. TATC.,FCO,1,FCO,generico,NO,28/02/2020
6096,0808251110,Precursores de radiofármacos. Nanocoloide de renio. Sustancia no radioactiva que se utiliza en la preparación de radiofármacos. Envase con 5 frascos. RTC.,ENV,5,FCO,generico,NO,28/02/2020
6097,0808251144,Radiofármacos y generadores de radionuclidos. Tetrofosmin. Sustancia no radioactiva que se utiliza para la preparación de radiofármacos que se puede marcar con actividad igual o mayor a 2960 megabecquereles (MBq). Estuche con 5 frascos. RTC.,EST,5,FCO,generico,NO,28/02/2020
6098,0808251185,Radiofármacos y generadores de radionuclidos. I131-Ioduro de sodio. Radiofármaco  con  pureza  radioquímica  igual  o  mayor  al  90%  y  actividad  específica  de  185 megabecquereles (MBq). Frasco. RTC.,ENV,1,FCO,generico,NO,28/02/2020
6099,0808251193,Radiofármacos y generadores de radionuclidos. I131-Ioduro de sodio. Radiofármaco  con  pureza  radioquímica  igual  o  mayor  al  90%  y  actividad  específica  de  1850 megabecquereles (MBq). Frasco. RTC.,ENV,1,FCO,generico,NO,28/02/2020
6100,0808251201,Radiofármacos y generadores de radionuclidos. I131-Ioduro de sodio. Radiofármaco  con  pureza  radioquímica  igual  o  mayor  al  90%  y  actividad  específica  de  3700 megabecquereles (MBq). Frasco. RTC.,ENV,1,FCO,generico,NO,28/02/2020
6101,0808251219,Radiofármacos y generadores de radionuclidos. I131-Ioduro de sodio. Radiofármaco  con  pureza  radioquímica  igual  o  mayor  al  90%  y  actividad  específica  de  7400 megabecquereles (MBq). Frasco. RTC.,ENV,1,FCO,generico,NO,28/02/2020
6102,0808251227,Radiofármacos en unidosis. Tc99m -Tecnecio 2- metoxiisobutilisonitrilo (Tc99m -MIBI). Complejo catiónico en solución acuosa con actividad específica de 370 megabecquereles (MBq) (10mCi). Unidosis. TATC.,,,,generico,NO,28/02/2020
6103,0808251235,Radiofármacos en unidosis. Tc99m -Tecnecio 2- metoxiisobutilisonitrilo (Tc99m -MIBI). Complejo catiónico en solución acuosa con actividad específica de 740 megabecquereles (MBq) (20 mCi). Unidosis. TATC.,ENV,1,DSS,generico,NO,28/02/2020
6104,0808251243,Radiofármacos en unidosis. Tc99m -Tecnecio dímero de L-cisteína (Tc99m-ECD). Componente neutral lipofílico bicisato con actividad específica de 370 a 1110 megabecquereles (MBq) (10-30 mCi). Unidosis. TATC.,ENV,1,DSS,generico,NO,28/02/2020
6105,0808251250,Radiofármacos en unidosis. Tc99m -Tecnecio mertiatide (Tc99m -MAG-3). Compuesto  de  mertiatide  disódico  con  actividad  específica  de  185  a  370  megabecquereles  (MBq) (5-10 mCi). Unidosis. TATC.,ENV,1,DSS,generico,NO,28/02/2020
6106,0808251268,Radiofármacos en unidosis. Tc 99-m -Tecnecio Ácido dietilentriaminopentacético (Tc99m DTPA). Compuesto quelado con actividad específica de 185-370 megabecquereles (MBq) (5-10 mCi). Unidosis. TATC.,ENV,1,DSS,generico,NO,28/02/2020
6107,0808251276,Radiofármacos en unidosis. Tc99-m -Tecnecio Acido dietilentriaminopentacético (Tc99-m DTPA). Compuesto quelado con actividad específica de 1110-1850 megabecquereles (MBq) (30-50 mCi). Unidosis. TATC.,,,,generico,NO,28/02/2020
6108,0808251284,Radiofármacos en unidosis. Tc99m-Tecnecio pertecnetato de sodio (Tc99m NaTcO4). En solución de cloruro de sodio con actividad específica de 185-370 megabecquereles (MBq). (5-10 mCi). Unidosis. TATC.,ENV,1,DSS,generico,NO,28/02/2020
6109,0808251292,Radiofármacos en unidosis. Tc99m -Tecnecio macroagregados de albúmina (Tc99m MAA). Complejo estañoso con actividad específica de 185-555 megabecquereles (MBq) (5-15 mCi). Unidosis. TATC.,ENV,1,DSS,generico,NO,28/02/2020
6110,0808251300,Radiofármacos en unidosis. Tc99m -Tecnecio pirofosfato (Tc99mPyP). Complejo estañoso con actividad específica de 740 -1110 megabecquereles (MBq) (20-30 mCi). Unidosis. TATC.,ENV,1,DSS,generico,NO,28/02/2020
6111,0808251318,Radiofármacos en unidosis. Cloruro de talio (TI-201). Radiofármaco de origen en solución isotónica con actividad específica de 37 megabecquereles (MBq) (1 mCi). Unidosis. TATC.,,,,generico,NO,28/02/2020
6112,0808251326,Radiofármacos en unidosis. Cloruro de talio (TI-201). Radiofármaco de origen en solución isotónica con actividad específica de 111 megabecquereles (MBq) (3 mCi). Unidosis. TATC.,ENV,1,DSS,generico,NO,28/02/2020
6113,0808251334,Radiofármacos en unidosis. Ga67 -Citrato de galio. Radiofármaco de origen en solución isotónica con actividad específica de 185 megabecquereles (MBq) (5 mCi). Unidosis. TATC.,ENV,1,DSS,generico,NO,28/02/2020
6114,0808251342,Radiofármacos en unidosis. Ga67 -Citrato de galio. Radiofármaco de origen en solución isotónica con actividad específica de 111 megabecquereles (MBq)(3 mCi). Unidosis. TATC.,,,,generico,NO,28/02/2020
6115,0808251359,Radiofármacos en unidosis. Tc 99m -Tecnecio medronato (Tc 99m MDP). En solución isotónica con actividad específica de 740-1110 megabecquereles (MBq) (20-30 mCi). Unidosis. TATC.,ENV,1,DSS,generico,NO,28/02/2020
6116,0808251367,Radiofármacos en unidosis. Tc99m -Tecnecio hidroxifosfonato (Tc99m HDP). En solución isotónica con actividad específica de 740-1110 megabecquereles (MBq) (20-30 mCi). Unidosis. TATC.,,,,generico,NO,28/02/2020
6117,0808251375,Radiofármacos en unidosis. Tc99m-Tecnecio sulfuro coloidal (Tc99mS C). En solución isotónica con actividad específica de 185-370 megabecquereles (MBq) (5-10 mCi). Unidosis. TATC.,ENV,1,DSS,generico,NO,28/02/2020
6118,0808251383,Radiofármacos en unidosis. Tc99m -Tecnecio disofenin (N-(disopropilfenilcarbomoilmetil) iminodiacético (Tc99m disofenin). En solución isotónica con actividad específica de 185-370 megabecquereles (MBq) (5-10 mCi). Unidosis. TATC.,,,,generico,NO,28/02/2020
6119,0808251391,Radiofármacos en unidosis. Tc99m -Tecnecio nanocoloide (Tc99m sulfuro coloidal). En solución isotónica con actividad específica de 37-185 megabecquereles (MBq) (1-5 mCi). Unidosis. TATC.,,,,generico,NO,28/02/2020
6120,0808251409,Radiofármacos en unidosis. In111-Indio. Radiofármaco de origen solución de cloruro de Indio111 con actividad específica de 37-185 megabecquereles (MBq) (1-5 mCi). Unidosis para marcaje. TATC.,ENV,1,DSS,generico,NO,28/02/2020
6121,0808251417,Radiofármacos en unidosis. I131- Yodo Yoduro  de  sodio  en  solución  con  actividad  específica  de  18.5  a  370  megabecquereles  (MBq) (5-10 mCi). Unidosis. TATC.,ENV,1,DSS,generico,NO,28/02/2020
6122,0808251425,Radiofármacos en unidosis. I131-Yodo Yoduro  de  sodio  en  cápsulas  con  actividad  específica  de  18.5  a  370  megabecquereles  (MBq) (5-10 mCi). Unidosis. TATC,ENV,1,DSS,generico,NO,28/02/2020
6123,0808251433,Precursores de radiofármacos. Y-Itrio Suspensión  coloidal  para  inyección  local  con  actividad  de  37  a  370  megabecquereles  (MBq) (1 mCi a 10 mCi). Unidosis. TATC.,,,,generico,NO,28/02/2020
6124,0808251441,Radiofármacos en unidosis. P32-Fósforo. Fosfato de sodio estéril con actividad específica de 185 megabecquereles (MBq) (5 mCi). Unidosis para tratamiento.  TATC.,,,,generico,NO,28/02/2020
6125,0808251458,Radiofármacos en unidosis. I131- Metayodobencilguanidina (MIBG-I131). Solución de yoduro de sodio con actividad específica de 74 megabecquereles (MBq) (2 mCi). Unidosis. TATC.,ENV,1,DSS,generico,NO,28/02/2020
6126,0808251466,Radiofármacos en unidosis. I131-Yodo. Yoduro  de  sodio  en  solución  con  actividad  específica  de  370  megabecquereles  (MBq)  a  5.55 gigabecquereles (GBq) (10 mCi a 150 mCi). Unidosis para tratamiento. TATC.,ENV,1,DSS,generico,NO,28/02/2020
6127,0808252430,Reactivos para pruebas por radioinmunoanálisis Neurotensina. Estuche. RTC.,,,,generico,NO,28/02/2020
